Recording timestamp	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording start time	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision (mm)	Average calibration accuracy (degrees)	Average calibration precision (degrees)	Average calibration accuracy (pixels)	Average calibration precision (pixels)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (RCSmm)	Eye position left Y (RCSmm)	Eye position left Z (RCSmm)	Eye position right X (RCSmm)	Eye position right Y (RCSmm)	Eye position right Z (RCSmm)	Gaze point left X (RCSmm)	Gaze point left Y (RCSmm)	Gaze point right X (RCSmm)	Gaze point right Y (RCSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (RCSpx)	Presented Media position Y (RCSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	AOI hit [bear_raindeer - correct]	AOI hit [bear_raindeer - foil1]	AOI hit [bear_raindeer - foil2]	
109624	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413010484			2144	566	2193	580	2096	552	0,33317	-0,16191	-0,92886	0,45208	-0,16086	-0,87735	3,68	3,62	Valid	Valid	134,7	186,0	516,4	198,9	186,0	513,8	400,8	106,1	383,1	101,0							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4768	2144	566			0	0	0	
109641	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413027138			2165	560	2208	574	2121	546	0,34034	-0,16222	-0,92620	0,45609	-0,16091	-0,87527	3,69	3,62	Valid	Valid	134,7	187,5	516,2	199,1	187,6	513,4	403,7	104,8	387,8	99,7							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4769	2165	560			0	0	0	
109657	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413043793			2176	557	2229	574	2123	539	0,34142	-0,16215	-0,92582	0,46159	-0,16224	-0,87213	3,70	3,65	Valid	Valid	134,7	188,3	515,3	199,2	188,6	512,5	407,4	104,9	388,2	98,6							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4770	2176	557			0	0	0	
109674	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413060448			2171	554	2222	578	2120	530	0,33990	-0,16177	-0,92644	0,45953	-0,16574	-0,87256	3,73	3,64	Valid	Valid	134,6	189,8	515,6	199,4	190,1	512,8	406,1	105,6	387,5	96,8							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4771	2171	554			0	0	0	
109691	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413077102			2182	546	2225	575	2138	518	0,34682	-0,15886	-0,92438	0,46208	-0,16562	-0,87124	3,76	3,68	Valid	Valid	134,3	190,0	513,8	199,1	190,5	511,0	406,8	105,1	390,8	94,7							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4772	2182	546			0	0	0	
109707	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413093757			2180	546	2225	573	2136	520	0,34623	-0,16092	-0,92424	0,46236	-0,16639	-0,87094	3,77	3,67	Valid	Valid	134,1	190,7	513,3	199,3	191,3	510,5	406,7	104,7	390,5	95,0							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4773	2180	546			0	0	0	
109724	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413110412			2169	543	2223	565	2116	522	0,34114	-0,16239	-0,92588	0,46356	-0,16440	-0,87068	3,78	3,69	Valid	Valid	133,7	190,8	512,0	199,1	191,3	509,1	406,3	103,3	386,7	95,4							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4774	2169	543			0	0	0	
109741	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413127066			2161	548	2209	567	2114	528	0,34167	-0,16673	-0,92491	0,46138	-0,16690	-0,87136	3,79	3,71	Valid	Valid	132,6	191,8	512,1	198,3	192,6	509,3	403,8	103,7	386,4	96,6							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4775	2161	548			0	0	0	
109757	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413143721			2158	542	2209	559	2106	525	0,34178	-0,16615	-0,92498	0,46413	-0,16423	-0,87041	3,81	3,73	Valid	Valid	131,9	191,5	510,1	197,5	192,5	507,3	403,9	102,2	384,9	96,0							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4776	2158	542			0	0	0	
109774	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413160376			2056	560	2070	592	2043	529	0,31730	-0,17367	-0,93229	0,42329	-0,18186	-0,88756	3,84	3,76	Valid	Valid	130,1	195,9	520,5	197,2	197,2	517,7	378,4	108,2	373,4	96,6							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4777	2056	560			0	0	0	
109791	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413177030			1797	623	1712	688	1882	558	0,27312	-0,18556	-0,94391	0,32836	-0,21900	-0,91881	3,90	3,85	Valid	Valid	128,1	195,0	517,4	195,0	196,6	514,8	313,0	125,7	343,9	102,0							bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4778	1797	623			0	0	0	
109807	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413193685			1005	779			1005	779	-0,01768	-0,26591	-0,96383					4,02	Invalid	Valid				193,2	196,5	512,8			183,8	142,5	0,5323	0,6709			0,5323	0,6709	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4779	1005	779	0,5323	0,6709	0	0	0	
109824	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413210340			1117	714	1163	715	1072	712	0,00595	-0,24611	-0,96922	0,16076	-0,23850	-0,95774	3,87	3,96	Valid	Valid	125,7	195,6	517,7	192,8	198,0	515,1	212,6	130,7	196,0	130,2	0,6124	0,6242	0,6449	0,6251	0,5800	0,6232	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4780	1117	714	0,6124	0,6242	0	0	0	
109841	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413226995			1112	708	1128	727	1095	690	0,01321	-0,23879	-0,97098	0,14890	-0,24255	-0,95864	3,89	3,94	Valid	Valid	125,9	195,5	517,7	193,1	198,0	515,0	206,3	132,9	200,1	126,1	0,6083	0,6202	0,6203	0,6335	0,5963	0,6069	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4781	1112	708	0,6083	0,6202	0	0	0	
109857	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413243649			1119	696	1120	717	1119	674	0,02491	-0,23556	-0,97154	0,15011	-0,24145	-0,95873	3,89	3,93	Valid	Valid	123,9	196,2	516,0	191,3	198,8	513,5	204,7	131,1	204,5	123,2	0,6137	0,6111	0,6141	0,6267	0,6133	0,5955	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4782	1119	696	0,6137	0,6111	0	0	0	
109874	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413260304			1116	695	1114	717	1119	674	0,02555	-0,23607	-0,97140	0,14977	-0,24195	-0,95866	3,88	3,93	Valid	Valid	123,4	196,0	513,7	191,0	198,5	511,3	203,6	131,0	204,5	123,2	0,6117	0,6109	0,6100	0,6263	0,6133	0,5955	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4783	1116	695	0,6117	0,6109	0	0	0	
109891	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413276959			1108	711	1113	728	1102	695	0,02083	-0,24325	-0,96974	0,15083	-0,24610	-0,95744	3,88	3,92	Valid	Valid	122,7	196,0	512,3	190,6	198,3	510,0	203,4	133,1	201,5	127,0	0,6055	0,6224	0,6092	0,6343	0,6017	0,6106	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4784	1108	711	0,6055	0,6224	0	0	0	
109907	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413293613			1101	717	1115	721	1087	713	0,01751	-0,25205	-0,96756	0,15402	-0,24561	-0,95706	3,89	3,92	Valid	Valid	122,0	196,1	508,7	189,5	198,9	506,4	203,8	131,9	198,7	130,4	0,6007	0,6267	0,6107	0,6296	0,5907	0,6239	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4785	1101	717	0,6007	0,6267	0	0	0	
109924	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413310268			1103	713	1111	716	1095	710	0,02154	-0,25160	-0,96759	0,15398	-0,24379	-0,95753	3,89	3,90	Valid	Valid	121,6	195,6	506,4	189,0	198,7	504,0	203,0	130,8	200,2	129,8	0,6021	0,6234	0,6076	0,6254	0,5966	0,6213	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4786	1103	713	0,6021	0,6234	0	0	0	
109941	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413326923			1108	706	1102	722	1113	690	0,02950	-0,24458	-0,96918	0,15244	-0,24534	-0,95738	3,86	3,90	Valid	Valid	121,0	194,8	504,6	188,3	198,0	502,3	201,4	131,9	203,5	126,2	0,6054	0,6185	0,6012	0,6297	0,6096	0,6072	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4787	1108	706	0,6054	0,6185	0	0	0	
109957	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413343577			1110	710	1102	734	1118	687	0,03169	-0,24479	-0,96906	0,15324	-0,25003	-0,95604	3,85	3,90	Valid	Valid	120,9	194,7	502,3	188,0	198,2	499,9	201,4	134,1	204,4	125,5	0,6072	0,6216	0,6014	0,6384	0,6130	0,6048	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4788	1110	710	0,6072	0,6216	0	0	0	
109974	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413360232			1099	722	1108	737	1091	707	0,02307	-0,25195	-0,96747	0,15670	-0,25091	-0,95524	3,86	3,89	Valid	Valid	120,6	193,9	499,1	187,5	197,6	496,7	202,5	134,6	199,4	129,2	0,5995	0,6297	0,6057	0,6404	0,5934	0,6190	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4789	1099	722	0,5995	0,6297	0	0	0	
109991	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413376887			1094	723	1098	735	1091	712	0,02390	-0,25427	-0,96684	0,15426	-0,25049	-0,95575	3,84	3,87	Valid	Valid	120,5	193,3	496,7	187,2	197,3	494,3	200,7	134,3	199,5	130,2	0,5961	0,6309	0,5984	0,6390	0,5937	0,6229	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4790	1094	723	0,5961	0,6309	0	0	0	
110007	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413393541			1101	718	1103	728	1099	707	0,02749	-0,25305	-0,96706	0,15725	-0,24861	-0,95575	3,84	3,88	Valid	Valid	120,3	192,8	494,1	186,9	196,9	491,7	201,6	133,2	200,8	129,2	0,6006	0,6269	0,6020	0,6346	0,5991	0,6192	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4791	1101	718	0,6006	0,6269	0	0	0	
110024	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413410196			1105	716	1107	732	1103	701	0,02999	-0,25143	-0,96741	0,15966	-0,24975	-0,95506	3,83	3,86	Valid	Valid	120,1	192,3	491,8	186,5	196,5	489,4	202,3	133,7	201,7	128,1	0,6037	0,6258	0,6049	0,6368	0,6025	0,6148	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4792	1105	716	0,6037	0,6258	0	0	0	
110040	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413426851			1105	717	1108	730	1102	704	0,03026	-0,25307	-0,96697	0,16096	-0,24960	-0,95488	3,81	3,84	Valid	Valid	120,0	191,9	489,3	186,2	196,2	486,9	202,4	133,4	201,4	128,6	0,6034	0,6262	0,6054	0,6356	0,6014	0,6168	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4793	1105	717	0,6034	0,6262	0	0	0	
110057	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413443505			1059	722	1048	726	1069	717	0,01976	-0,25802	-0,96594	0,14195	-0,24900	-0,95804	3,80	3,83	Valid	Valid	119,7	190,9	485,5	185,5	195,3	483,1	191,6	132,7	195,4	131,1	0,5704	0,6297	0,5629	0,6328	0,5779	0,6267	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4794	1059	722	0,5704	0,6297	0	0	0	
110074	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413460160			982	688	955	685	1008	691	-0,00130	-0,25012	-0,96821	0,11037	-0,23686	-0,96525	3,82	3,87	Valid	Valid	119,2	190,9	483,9	185,0	195,4	481,5	174,6	125,3	184,3	126,4	0,5155	0,6060	0,4964	0,6038	0,5346	0,6081	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4795	982	688	0,5155	0,6060	0	0	0	
110090	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413476815			840	612	837	612	843	613	-0,06201	-0,22373	-0,97268	0,06845	-0,21359	-0,97452	3,80	3,86	Valid	Valid	119,0	191,9	485,4	185,0	196,5	483,1	153,1	111,9	154,2	112,0	0,4145	0,5518	0,4124	0,5517	0,4167	0,5519	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4796	840	612	0,4145	0,5518	0	0	0	
110107	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413493470			841	605	848	611	834	599	-0,06514	-0,21890	-0,97357	0,07282	-0,21280	-0,97438	3,78	3,82	Valid	Valid	118,8	191,4	484,0	184,7	196,2	481,6	155,0	111,7	152,5	109,5	0,4151	0,5465	0,4199	0,5507	0,4102	0,5422	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4797	841	605	0,4151	0,5465	0	0	0	
110124	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413510124			834	597	833	605	835	589	-0,06467	-0,21511	-0,97445	0,06801	-0,21028	-0,97527	3,75	3,81	Valid	Valid	118,6	190,9	482,3	184,4	195,7	479,9	152,3	110,5	152,6	107,6	0,4099	0,5405	0,4093	0,5461	0,4105	0,5349	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4798	834	597	0,4099	0,5405	0	0	0	
110140	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413526779			839	608	836	616	842	599	-0,06153	-0,21861	-0,97387	0,06950	-0,21415	-0,97433	3,73	3,82	Valid	Valid	118,5	190,4	480,5	184,2	195,2	478,1	152,8	112,6	154,0	109,5	0,4137	0,5483	0,4114	0,5544	0,4159	0,5422	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4799	839	608	0,4137	0,5483	0	0	0	
110157	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413543434			842	615	840	611	843	620	-0,06078	-0,22584	-0,97227	0,07160	-0,21190	-0,97467	3,71	3,79	Valid	Valid	118,4	189,9	478,8	183,9	194,8	476,4	153,6	111,6	154,1	113,3	0,4155	0,5538	0,4145	0,5505	0,4166	0,5571	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4800	842	615	0,4155	0,5538	0	0	0	
110174	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413560088			851	613	854	610	847	616	-0,05900	-0,22436	-0,97272	0,07737	-0,21143	-0,97433	3,70	3,78	Valid	Valid	118,3	189,4	477,3	183,6	194,4	475,0	156,2	111,6	154,8	112,6	0,4219	0,5522	0,4245	0,5502	0,4193	0,5542	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4801	851	613	0,4219	0,5522	0	0	0	
110190	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413576743			853	610	854	617	853	602	-0,05636	-0,21914	-0,97406	0,07772	-0,21361	-0,97382	3,67	3,74	Valid	Valid	118,1	188,9	475,6	183,3	193,9	473,3	156,1	112,9	155,9	110,0	0,4238	0,5498	0,4241	0,5553	0,4235	0,5442	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4802	853	610	0,4238	0,5498	0	0	0	
110207	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413593398			850	608	849	610	852	607	-0,05635	-0,22101	-0,97364	0,07657	-0,21100	-0,97448	3,65	3,72	Valid	Valid	117,9	188,7	474,7	183,0	193,8	472,4	155,2	111,5	155,7	110,9	0,4216	0,5487	0,4206	0,5499	0,4225	0,5475	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4803	850	608	0,4216	0,5487	0	0	0	
110224	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413610052			789	592	773	582	806	603	-0,07242	-0,21884	-0,97307	0,04951	-0,20037	-0,97847	3,63	3,71	Valid	Valid	117,5	187,6	471,1	182,2	192,7	468,9	141,3	106,3	147,3	110,2	0,3781	0,5373	0,3665	0,5298	0,3897	0,5449	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4804	789	592	0,3781	0,5373	0	0	0	
110240	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413626707			769	575	743	565	794	584	-0,07518	-0,21357	-0,97403	0,03964	-0,19593	-0,97982	3,62	3,71	Valid	Valid	116,8	188,4	471,7	181,4	193,6	469,5	135,8	103,3	145,2	106,8	0,3634	0,5247	0,3451	0,5179	0,3817	0,5315	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4805	769	575	0,3634	0,5247	0	0	0	
110257	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413643362			454	222	447	189	461	256	-0,20028	-0,09137	-0,97547	-0,07250	-0,05577	-0,99581	3,55	3,65	Valid	Valid	116,1	189,4	473,1	180,9	194,7	471,0	81,7	34,5	84,2	46,8	0,1384	0,2732	0,1334	0,2490	0,1434	0,2973	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4806	454	222	0,1384	0,2732	0	1	0	
110274	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413660016			439	227	426	204	451	251	-0,20318	-0,08845	-0,97514	-0,07995	-0,06046	-0,99496	3,54	3,64	Valid	Valid	115,7	188,8	471,4	180,3	194,1	469,3	77,8	37,2	82,5	45,8	0,1276	0,2766	0,1184	0,2598	0,1367	0,2934	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4807	439	227	0,1276	0,2766	0	1	0	
110290	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413676671			444	245	431	227	458	263	-0,20013	-0,09233	-0,97541	-0,07763	-0,06820	-0,99465	3,51	3,60	Valid	Valid	115,4	188,1	469,9	179,8	193,5	467,9	78,7	41,5	83,8	48,2	0,1317	0,2895	0,1218	0,2765	0,1416	0,3025	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4808	444	245	0,1317	0,2895	0	1	0	
110307	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413693326			452	257	442	228	462	285	-0,19739	-0,10079	-0,97513	-0,07219	-0,06835	-0,99505	3,49	3,59	Valid	Valid	114,8	188,0	469,7	179,1	193,6	467,7	80,7	41,7	84,5	52,2	0,1370	0,2976	0,1297	0,2771	0,1444	0,3182	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4809	452	257	0,1370	0,2976	0	1	0	
110324	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413709980			461	259	444	233	478	285	-0,19039	-0,09975	-0,97663	-0,07033	-0,06908	-0,99513	3,44	3,54	Valid	Valid	114,2	187,3	468,5	178,4	193,0	466,5	81,1	42,6	87,4	52,0	0,1436	0,2992	0,1312	0,2807	0,1559	0,3176	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4810	461	259	0,1436	0,2992	0	1	0	
110340	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413726635			465	259	448	240	482	277	-0,18747	-0,09664	-0,97751	-0,06715	-0,07105	-0,99521	3,41	3,51	Valid	Valid	113,5	187,0	468,3	177,6	192,8	466,4	81,9	43,9	88,2	50,7	0,1466	0,2991	0,1343	0,2857	0,1588	0,3124	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4811	465	259	0,1466	0,2991	0	1	0	
110357	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413743290			470	263	458	242	483	284	-0,18604	-0,09796	-0,97765	-0,06192	-0,07007	-0,99562	3,37	3,46	Valid	Valid	112,8	186,1	467,1	176,7	192,1	465,2	83,8	44,2	88,2	51,9	0,1503	0,3021	0,1416	0,2870	0,1589	0,3172	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4812	470	263	0,1503	0,3021	0	1	0	
110374	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6413759945			481	268	470	247	492	289	-0,18035	-0,09939	-0,97857	-0,05550	-0,07103	-0,99593	3,35	3,44	Valid	Valid	111,9	185,7	467,3	175,8	191,9	465,5	85,9	45,1	90,0	52,8	0,1580	0,3054	0,1499	0,2904	0,1661	0,3205	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4813	481	268	0,1580	0,3054	0	1	0	
