Recording timestamp	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording start time	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision (mm)	Average calibration accuracy (degrees)	Average calibration precision (degrees)	Average calibration accuracy (pixels)	Average calibration precision (pixels)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (RCSmm)	Eye position left Y (RCSmm)	Eye position left Z (RCSmm)	Eye position right X (RCSmm)	Eye position right Y (RCSmm)	Eye position right Z (RCSmm)	Gaze point left X (RCSmm)	Gaze point left Y (RCSmm)	Gaze point right X (RCSmm)	Gaze point right Y (RCSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (RCSpx)	Presented Media position Y (RCSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	AOI hit [bear_raindeer - correct]	AOI hit [bear_raindeer - foil1]	AOI hit [bear_raindeer - foil2]	
100789	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404175082																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1303					0	0	0	
100805	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404191736																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1304					0	0	0	
100822	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404208391																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1305					0	0	0	
100839	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404225046																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1306					0	0	0	
100855	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404241700																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1307					0	0	0	
100872	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404258355																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1308					0	0	0	
100889	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404275010																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1309					0	0	0	
100905	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404291665																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1310					0	0	0	
100922	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404308319																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1311					0	0	0	
100939	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404324974																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1312					0	0	0	
100955	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404341629																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1313					0	0	0	
100972	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404358283																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1314					0	0	0	
100989	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404374938																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1315					0	0	0	
101005	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404391593																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1316					0	0	0	
101022	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404408247																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1317					0	0	0	
101039	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404424902																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1318					0	0	0	
101055	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404441557																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1319					0	0	0	
101072	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404458211																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1320					0	0	0	
101089	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404474866																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1321					0	0	0	
101105	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404491521																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1322					0	0	0	
101122	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404508175																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1323					0	0	0	
101139	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404524830																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1324					0	0	0	
101155	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404541485																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1325					0	0	0	
101172	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404558140																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1326					0	0	0	
101189	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404574794																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1327					0	0	0	
101205	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404591449																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1328					0	0	0	
101222	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404608104																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1329					0	0	0	
101238	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404624758																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1330					0	0	0	
101255	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404641413																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1331					0	0	0	
101272	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404658068																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1332					0	0	0	
101306	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404691930																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1333					0	0	0	
101322	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404708585																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1334					0	0	0	
101339	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404725239																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1335					0	0	0	
101356	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404741894																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1336					0	0	0	
101372	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404758549																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1337					0	0	0	
101389	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404775203																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1338					0	0	0	
101406	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404791858																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1339					0	0	0	
101422	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404808513																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1340					0	0	0	
101439	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404825167																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1341					0	0	0	
101456	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404841822																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1342					0	0	0	
101472	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404858477																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1343					0	0	0	
101489	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404875132																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1344					0	0	0	
101506	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404891786																	Invalid	Invalid																	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	EyesNotFound	17	1345					0	0	0	
101522	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404908441			913	558	913	558						0,03118	-0,17142	-0,98470	3,08		Valid	Invalid	149,3	191,7	553,8				166,9	102,1			0,4663	0,5132	0,4663	0,5132			bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4543	913	558	0,4663	0,5132	0	0	0	
101539	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404925096			908	536	908	536						0,02276	-0,15207	-0,98811	3,03		Valid	Invalid	153,2	184,9	555,0				166,0	97,9			0,4630	0,4969	0,4630	0,4969			bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4544	908	536	0,4630	0,4969	0	0	0	
101555	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404941750			907	541	907	541						0,02198	-0,15268	-0,98803	3,05		Valid	Invalid	153,5	184,2	554,0				165,9	98,8			0,4624	0,5004	0,4624	0,5004			bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4545	907	541	0,4624	0,5004	0	0	0	
101572	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404958405			917	526	917	526						0,02164	-0,14285	-0,98951	3,08		Valid	Invalid	155,6	181,2	553,1				167,7	96,1			0,4694	0,4898	0,4694	0,4898			bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4546	917	526	0,4694	0,4898	0	0	0	
101589	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404975060			895	540	909	518	880	562	-0,10321	-0,16167	-0,98143	0,01916	-0,14036	-0,98991	3,07	3,29	Valid	Valid	155,5	181,0	552,2	218,3	184,7	545,9	166,2	94,7	160,9	102,7	0,4533	0,5000	0,4635	0,4845	0,4430	0,5155	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4547	895	540	0,4533	0,5000	0	0	0	
101605	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6404991714			903	521	909	508	897	534	-0,09807	-0,14950	-0,98389	0,01989	-0,13569	-0,99055	3,08	3,23	Valid	Valid	155,1	179,9	549,1	218,1	182,4	543,3	166,1	92,8	163,9	97,5	0,4591	0,4861	0,4634	0,4768	0,4549	0,4954	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4548	903	521	0,4591	0,4861	0	0	0	
101622	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405008369			899	516	902	501	895	531	-0,09887	-0,14821	-0,98400	0,01809	-0,13441	-0,99076	3,06	3,22	Valid	Valid	154,9	180,4	549,3	218,3	182,2	543,8	165,0	91,5	163,7	97,1	0,4564	0,4828	0,4589	0,4719	0,4539	0,4937	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4549	899	516	0,4564	0,4828	0	0	0	
101639	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405025024			895	512	891	498	898	527	-0,09807	-0,14587	-0,98443	0,01492	-0,13358	-0,99093	3,08	3,25	Valid	Valid	154,7	180,2	547,7	218,2	181,5	542,3	162,9	91,0	164,2	96,3	0,4534	0,4802	0,4510	0,4699	0,4559	0,4905	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4550	895	512	0,4534	0,4802	0	0	0	
101655	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405041678			899	506	898	495	900	517	-0,09765	-0,14272	-0,98493	0,01735	-0,13313	-0,99095	3,10	3,25	Valid	Valid	154,5	180,6	547,9	218,3	181,5	542,7	164,1	90,4	164,5	94,6	0,4563	0,4758	0,4555	0,4677	0,4570	0,4839	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4551	899	506	0,4563	0,4758	0	0	0	
101672	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405058333			893	509	892	501	894	517	-0,09955	-0,14231	-0,98480	0,01579	-0,13529	-0,99068	3,14	3,29	Valid	Valid	154,3	180,5	547,1	218,2	181,2	542,0	163,0	91,6	163,4	94,6	0,4519	0,4781	0,4511	0,4723	0,4527	0,4839	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4552	893	509	0,4519	0,4781	0	0	0	
101689	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405074988			888	517	889	501	888	532	-0,10139	-0,14698	-0,98393	0,01517	-0,13554	-0,99066	3,16	3,32	Valid	Valid	154,1	180,6	546,6	218,1	181,1	541,6	162,4	91,6	162,3	97,2	0,4487	0,4833	0,4490	0,4723	0,4484	0,4943	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4553	888	517	0,4487	0,4833	0	0	0	
101705	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405091642			891	512	890	497	892	527	-0,09989	-0,14545	-0,98431	0,01615	-0,13437	-0,99080	3,19	3,36	Valid	Valid	153,9	180,6	546,0	218,0	180,9	541,0	162,8	90,9	163,1	96,4	0,4509	0,4802	0,4503	0,4694	0,4514	0,4910	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4554	891	512	0,4509	0,4802	0	0	0	
101722	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405108297			893	510	893	498	893	521	-0,09947	-0,14341	-0,98465	0,01740	-0,13474	-0,99073	3,20	3,35	Valid	Valid	153,7	180,5	544,9	217,8	180,8	540,0	163,3	91,1	163,2	95,3	0,4522	0,4784	0,4522	0,4702	0,4521	0,4867	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4555	893	510	0,4522	0,4784	0	0	0	
101739	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405124952			895	511	900	485	891	536	-0,09999	-0,14831	-0,98387	0,01975	-0,13062	-0,99124	3,22	3,38	Valid	Valid	153,6	180,5	544,7	217,8	180,8	539,8	164,5	88,7	162,9	98,0	0,4539	0,4789	0,4569	0,4607	0,4508	0,4971	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4556	895	511	0,4539	0,4789	0	0	0	
101755	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405141607			901	522	905	492	897	551	-0,09789	-0,15336	-0,98331	0,02180	-0,13296	-0,99088	3,24	3,41	Valid	Valid	153,5	180,5	544,2	217,7	180,8	539,3	165,5	90,0	164,0	100,8	0,4580	0,4869	0,4608	0,4658	0,4551	0,5081	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4557	901	522	0,4580	0,4869	0	0	0	
101772	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405158261			903	523	908	502	898	544	-0,09773	-0,15082	-0,98372	0,02280	-0,13616	-0,99042	3,28	3,45	Valid	Valid	153,4	180,4	543,9	217,6	180,7	539,0	165,9	91,8	164,1	99,4	0,4591	0,4879	0,4627	0,4731	0,4554	0,5027	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4558	903	523	0,4591	0,4879	0	0	0	
101789	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405174916			894	515	893	502	895	527	-0,09876	-0,14524	-0,98445	0,01809	-0,13578	-0,99057	3,29	3,44	Valid	Valid	153,3	180,2	543,6	217,6	180,5	538,7	163,3	91,7	163,5	96,4	0,4528	0,4819	0,4522	0,4727	0,4533	0,4910	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4559	894	515	0,4528	0,4819	0	0	0	
101805	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405191571			892	515	884	509	900	521	-0,09687	-0,14300	-0,98497	0,01530	-0,13802	-0,99031	3,32	3,46	Valid	Valid	153,3	180,1	543,4	217,5	180,3	538,4	161,7	93,1	164,6	95,2	0,4517	0,4823	0,4460	0,4781	0,4573	0,4865	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4560	892	515	0,4517	0,4823	0	0	0	
101822	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405208225			898	512	893	511	903	513	-0,09608	-0,14013	-0,98546	0,01824	-0,13817	-0,99024	3,34	3,48	Valid	Valid	153,2	179,8	542,7	217,4	180,1	537,8	163,2	93,4	165,0	93,8	0,4556	0,4800	0,4521	0,4791	0,4591	0,4809	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4561	898	512	0,4556	0,4800	0	0	0	
101839	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405224880			906	506	899	505	914	506	-0,09249	-0,13790	-0,98612	0,02033	-0,13624	-0,99047	3,36	3,50	Valid	Valid	153,2	179,7	542,3	217,4	180,0	537,4	164,3	92,3	167,0	92,6	0,4616	0,4755	0,4564	0,4750	0,4668	0,4760	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4562	906	506	0,4616	0,4755	0	0	0	
101855	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405241535			902	510	893	502	912	517	-0,09311	-0,14135	-0,98557	0,01839	-0,13531	-0,99063	3,35	3,51	Valid	Valid	153,2	179,6	541,5	217,3	179,9	536,6	163,2	91,8	166,6	94,5	0,4588	0,4783	0,4522	0,4730	0,4654	0,4836	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4563	902	510	0,4588	0,4783	0	0	0	
101872	Lund screen-based demo project	2018-11-29	Participant1		Recording1	2018-11-15	09:53:30.267	265287	Timeline1	Raw	1.102.15986	1080	1920	10,00	7,6		0,74		42		6405258189			903	525	898	513	908	537	-0,09424	-0,14789	-0,98450	0,02018	-0,13904	-0,99008	3,37	3,51	Valid	Valid	153,2	179,5	541,0	217,3	179,8	536,1	164,2	93,9	166,0	98,1	0,4595	0,4894	0,4560	0,4811	0,4630	0,4977	bear_raindeer	bear_raindeer.jpg	1400	1400	260	-160	1400	1400	Fixation	17	4564	903	525	0,4595	0,4894	0	0	0	
